,src,race_date,race_course,race_number,race_id,race_class,race_distance,track_condition,race_name,track,sectional_time,incident_report,finishing_position,horse_number,horse_name,horse_id,jockey,trainer,actual_weight,declared_horse_weight,draw,length_behind_winner,running_position_1,running_position_2,running_position_3,running_position_4,finish_time,win_odds,running_position_5,running_position_6
2638,20141203-7.html,2014-12-03,Happy Valley,7,2014-211,Class 3,2200,GOOD,ROSELLE HANDICAP,"TURF - ""C+3"" COURSE",14.16 23.17 26.00 26.33 24.25 23.33,"
                AMBITIOUS CHAMPION was crowded for room on jumping between AMBASSADORSHIP and RIDE WITH THE WIND which shifted out.
From the outside barriers, BEST SHOW and AGIAAL were shifted across behind runners in the early stages.
Approaching the 1800 Metres, REDWOOD BABY was steadied away from the heels of CRAZY BUDDIES which was racing tight inside SUPREME FRESH.
Near the 1600 Metres, AMBASSADORSHIP was left racing wide and without cover and after this was allowed to stride forward into a more forward position.
Passing the 900 Metres, REDWOOD BABY was steadied away from the heels of CRAZY BUDDIES.
Also passing the 900 Metres, SUPREME FRESH became very awkward after shifting out abruptly when proving difficult to settle and being checked away from the heels of RIDE WITH THE WIND.
After the 900 Metres, AGIAAL was left racing wide and without cover.
Making the turn after the 600 Metres, THE SYLPH got its head on the side and was awkwardly placed after shifting out towards the heels of AMBASSADORSHIP.
For some distance after the 500 Metres, HORSE APLENTY was awkwardly placed close to the heels of THE SYLPH.
Rounding the Home Turn, CRAZY BUDDIES was awkwardly placed close to the heels of RIDE WITH THE WIND.
After the 300 Metres, HORSE APLENTY raced tight inside THE SYLPH which shifted in when giving ground.
Passing the 150 Metres, REDWOOD BABY was shifted out away from the heels of AMBASSADORSHIP.
In the Straight, SUPREME FRESH hung in and proved difficult to ride.
After the race, C Y Ho stated that, in his opinion, the performance of RIDE WITH THE WIND could be attributed to the circumstances of the race which he believed did not suit the horse.  A veterinary inspection of RIDE WITH THE WIND immediately following the race did not show any significant findings, however, the horse was unable to be scoped due to being fractious.
REDWOOD BABY, BEST SHOW and AMBITIOUS CHAMPION were sent for sampling.
",3,9.0,CRAZY BUDDIES,S155,D Whyte,A S Cruz,122,1095,9,1-1/4,6.0,4.0,5.0,9.0,2.17.44,7.6,10.0,3.0
2639,20141203-7.html,2014-12-03,Happy Valley,7,2014-211,Class 3,2200,GOOD,ROSELLE HANDICAP,"TURF - ""C+3"" COURSE",14.16 23.17 26.00 26.33 24.25 23.33,"
                AMBITIOUS CHAMPION was crowded for room on jumping between AMBASSADORSHIP and RIDE WITH THE WIND which shifted out.
From the outside barriers, BEST SHOW and AGIAAL were shifted across behind runners in the early stages.
Approaching the 1800 Metres, REDWOOD BABY was steadied away from the heels of CRAZY BUDDIES which was racing tight inside SUPREME FRESH.
Near the 1600 Metres, AMBASSADORSHIP was left racing wide and without cover and after this was allowed to stride forward into a more forward position.
Passing the 900 Metres, REDWOOD BABY was steadied away from the heels of CRAZY BUDDIES.
Also passing the 900 Metres, SUPREME FRESH became very awkward after shifting out abruptly when proving difficult to settle and being checked away from the heels of RIDE WITH THE WIND.
After the 900 Metres, AGIAAL was left racing wide and without cover.
Making the turn after the 600 Metres, THE SYLPH got its head on the side and was awkwardly placed after shifting out towards the heels of AMBASSADORSHIP.
For some distance after the 500 Metres, HORSE APLENTY was awkwardly placed close to the heels of THE SYLPH.
Rounding the Home Turn, CRAZY BUDDIES was awkwardly placed close to the heels of RIDE WITH THE WIND.
After the 300 Metres, HORSE APLENTY raced tight inside THE SYLPH which shifted in when giving ground.
Passing the 150 Metres, REDWOOD BABY was shifted out away from the heels of AMBASSADORSHIP.
In the Straight, SUPREME FRESH hung in and proved difficult to ride.
After the race, C Y Ho stated that, in his opinion, the performance of RIDE WITH THE WIND could be attributed to the circumstances of the race which he believed did not suit the horse.  A veterinary inspection of RIDE WITH THE WIND immediately following the race did not show any significant findings, however, the horse was unable to be scoped due to being fractious.
REDWOOD BABY, BEST SHOW and AMBITIOUS CHAMPION were sent for sampling.
",4,11.0,SUPREME FRESH,S076,B Prebble,W Y So,120,1167,4,2-1/4,4.0,5.0,6.0,10.0,2.17.60,3.9,8.0,4.0
2640,20141203-7.html,2014-12-03,Happy Valley,7,2014-211,Class 3,2200,GOOD,ROSELLE HANDICAP,"TURF - ""C+3"" COURSE",14.16 23.17 26.00 26.33 24.25 23.33,"
                AMBITIOUS CHAMPION was crowded for room on jumping between AMBASSADORSHIP and RIDE WITH THE WIND which shifted out.
From the outside barriers, BEST SHOW and AGIAAL were shifted across behind runners in the early stages.
Approaching the 1800 Metres, REDWOOD BABY was steadied away from the heels of CRAZY BUDDIES which was racing tight inside SUPREME FRESH.
Near the 1600 Metres, AMBASSADORSHIP was left racing wide and without cover and after this was allowed to stride forward into a more forward position.
Passing the 900 Metres, REDWOOD BABY was steadied away from the heels of CRAZY BUDDIES.
Also passing the 900 Metres, SUPREME FRESH became very awkward after shifting out abruptly when proving difficult to settle and being checked away from the heels of RIDE WITH THE WIND.
After the 900 Metres, AGIAAL was left racing wide and without cover.
Making the turn after the 600 Metres, THE SYLPH got its head on the side and was awkwardly placed after shifting out towards the heels of AMBASSADORSHIP.
For some distance after the 500 Metres, HORSE APLENTY was awkwardly placed close to the heels of THE SYLPH.
Rounding the Home Turn, CRAZY BUDDIES was awkwardly placed close to the heels of RIDE WITH THE WIND.
After the 300 Metres, HORSE APLENTY raced tight inside THE SYLPH which shifted in when giving ground.
Passing the 150 Metres, REDWOOD BABY was shifted out away from the heels of AMBASSADORSHIP.
In the Straight, SUPREME FRESH hung in and proved difficult to ride.
After the race, C Y Ho stated that, in his opinion, the performance of RIDE WITH THE WIND could be attributed to the circumstances of the race which he believed did not suit the horse.  A veterinary inspection of RIDE WITH THE WIND immediately following the race did not show any significant findings, however, the horse was unable to be scoped due to being fractious.
REDWOOD BABY, BEST SHOW and AMBITIOUS CHAMPION were sent for sampling.
",5,8.0,AGIAAL,N177,A Atzeni,A Schutz,124,1063,12,3-1/2,12.0,12.0,12.0,5.0,2.17.82,22,3.0,5.0
2641,20141203-7.html,2014-12-03,Happy Valley,7,2014-211,Class 3,2200,GOOD,ROSELLE HANDICAP,"TURF - ""C+3"" COURSE",14.16 23.17 26.00 26.33 24.25 23.33,"
                AMBITIOUS CHAMPION was crowded for room on jumping between AMBASSADORSHIP and RIDE WITH THE WIND which shifted out.
From the outside barriers, BEST SHOW and AGIAAL were shifted across behind runners in the early stages.
Approaching the 1800 Metres, REDWOOD BABY was steadied away from the heels of CRAZY BUDDIES which was racing tight inside SUPREME FRESH.
Near the 1600 Metres, AMBASSADORSHIP was left racing wide and without cover and after this was allowed to stride forward into a more forward position.
Passing the 900 Metres, REDWOOD BABY was steadied away from the heels of CRAZY BUDDIES.
Also passing the 900 Metres, SUPREME FRESH became very awkward after shifting out abruptly when proving difficult to settle and being checked away from the heels of RIDE WITH THE WIND.
After the 900 Metres, AGIAAL was left racing wide and without cover.
Making the turn after the 600 Metres, THE SYLPH got its head on the side and was awkwardly placed after shifting out towards the heels of AMBASSADORSHIP.
For some distance after the 500 Metres, HORSE APLENTY was awkwardly placed close to the heels of THE SYLPH.
Rounding the Home Turn, CRAZY BUDDIES was awkwardly placed close to the heels of RIDE WITH THE WIND.
After the 300 Metres, HORSE APLENTY raced tight inside THE SYLPH which shifted in when giving ground.
Passing the 150 Metres, REDWOOD BABY was shifted out away from the heels of AMBASSADORSHIP.
In the Straight, SUPREME FRESH hung in and proved difficult to ride.
After the race, C Y Ho stated that, in his opinion, the performance of RIDE WITH THE WIND could be attributed to the circumstances of the race which he believed did not suit the horse.  A veterinary inspection of RIDE WITH THE WIND immediately following the race did not show any significant findings, however, the horse was unable to be scoped due to being fractious.
REDWOOD BABY, BEST SHOW and AMBITIOUS CHAMPION were sent for sampling.
",6,6.0,REDWOOD BABY,P358,J Moreira,C S Shum,125,978,3,4,7.0,7.0,7.0,11.0,2.17.89,3.4,11.0,6.0
2642,20141203-7.html,2014-12-03,Happy Valley,7,2014-211,Class 3,2200,GOOD,ROSELLE HANDICAP,"TURF - ""C+3"" COURSE",14.16 23.17 26.00 26.33 24.25 23.33,"
                AMBITIOUS CHAMPION was crowded for room on jumping between AMBASSADORSHIP and RIDE WITH THE WIND which shifted out.
From the outside barriers, BEST SHOW and AGIAAL were shifted across behind runners in the early stages.
Approaching the 1800 Metres, REDWOOD BABY was steadied away from the heels of CRAZY BUDDIES which was racing tight inside SUPREME FRESH.
Near the 1600 Metres, AMBASSADORSHIP was left racing wide and without cover and after this was allowed to stride forward into a more forward position.
Passing the 900 Metres, REDWOOD BABY was steadied away from the heels of CRAZY BUDDIES.
Also passing the 900 Metres, SUPREME FRESH became very awkward after shifting out abruptly when proving difficult to settle and being checked away from the heels of RIDE WITH THE WIND.
After the 900 Metres, AGIAAL was left racing wide and without cover.
Making the turn after the 600 Metres, THE SYLPH got its head on the side and was awkwardly placed after shifting out towards the heels of AMBASSADORSHIP.
For some distance after the 500 Metres, HORSE APLENTY was awkwardly placed close to the heels of THE SYLPH.
Rounding the Home Turn, CRAZY BUDDIES was awkwardly placed close to the heels of RIDE WITH THE WIND.
After the 300 Metres, HORSE APLENTY raced tight inside THE SYLPH which shifted in when giving ground.
Passing the 150 Metres, REDWOOD BABY was shifted out away from the heels of AMBASSADORSHIP.
In the Straight, SUPREME FRESH hung in and proved difficult to ride.
After the race, C Y Ho stated that, in his opinion, the performance of RIDE WITH THE WIND could be attributed to the circumstances of the race which he believed did not suit the horse.  A veterinary inspection of RIDE WITH THE WIND immediately following the race did not show any significant findings, however, the horse was unable to be scoped due to being fractious.
REDWOOD BABY, BEST SHOW and AMBITIOUS CHAMPION were sent for sampling.
",7,1.0,TURBO JEWELLERY,N379,K Teetan,J Size,132,1125,10,4-3/4,8.0,8.0,8.0,7.0,2.18.00,18,5.0,7.0
2643,20141203-7.html,2014-12-03,Happy Valley,7,2014-211,Class 3,2200,GOOD,ROSELLE HANDICAP,"TURF - ""C+3"" COURSE",14.16 23.17 26.00 26.33 24.25 23.33,"
                AMBITIOUS CHAMPION was crowded for room on jumping between AMBASSADORSHIP and RIDE WITH THE WIND which shifted out.
From the outside barriers, BEST SHOW and AGIAAL were shifted across behind runners in the early stages.
Approaching the 1800 Metres, REDWOOD BABY was steadied away from the heels of CRAZY BUDDIES which was racing tight inside SUPREME FRESH.
Near the 1600 Metres, AMBASSADORSHIP was left racing wide and without cover and after this was allowed to stride forward into a more forward position.
Passing the 900 Metres, REDWOOD BABY was steadied away from the heels of CRAZY BUDDIES.
Also passing the 900 Metres, SUPREME FRESH became very awkward after shifting out abruptly when proving difficult to settle and being checked away from the heels of RIDE WITH THE WIND.
After the 900 Metres, AGIAAL was left racing wide and without cover.
Making the turn after the 600 Metres, THE SYLPH got its head on the side and was awkwardly placed after shifting out towards the heels of AMBASSADORSHIP.
For some distance after the 500 Metres, HORSE APLENTY was awkwardly placed close to the heels of THE SYLPH.
Rounding the Home Turn, CRAZY BUDDIES was awkwardly placed close to the heels of RIDE WITH THE WIND.
After the 300 Metres, HORSE APLENTY raced tight inside THE SYLPH which shifted in when giving ground.
Passing the 150 Metres, REDWOOD BABY was shifted out away from the heels of AMBASSADORSHIP.
In the Straight, SUPREME FRESH hung in and proved difficult to ride.
After the race, C Y Ho stated that, in his opinion, the performance of RIDE WITH THE WIND could be attributed to the circumstances of the race which he believed did not suit the horse.  A veterinary inspection of RIDE WITH THE WIND immediately following the race did not show any significant findings, however, the horse was unable to be scoped due to being fractious.
REDWOOD BABY, BEST SHOW and AMBITIOUS CHAMPION were sent for sampling.
",8,10.0,AMBASSADORSHIP,N217,N Callan,P F Yiu,121,1120,7,5-3/4,5.0,6.0,2.0,4.0,2.18.18,14,4.0,8.0
2644,20141203-7.html,2014-12-03,Happy Valley,7,2014-211,Class 3,2200,GOOD,ROSELLE HANDICAP,"TURF - ""C+3"" COURSE",14.16 23.17 26.00 26.33 24.25 23.33,"
                AMBITIOUS CHAMPION was crowded for room on jumping between AMBASSADORSHIP and RIDE WITH THE WIND which shifted out.
From the outside barriers, BEST SHOW and AGIAAL were shifted across behind runners in the early stages.
Approaching the 1800 Metres, REDWOOD BABY was steadied away from the heels of CRAZY BUDDIES which was racing tight inside SUPREME FRESH.
Near the 1600 Metres, AMBASSADORSHIP was left racing wide and without cover and after this was allowed to stride forward into a more forward position.
Passing the 900 Metres, REDWOOD BABY was steadied away from the heels of CRAZY BUDDIES.
Also passing the 900 Metres, SUPREME FRESH became very awkward after shifting out abruptly when proving difficult to settle and being checked away from the heels of RIDE WITH THE WIND.
After the 900 Metres, AGIAAL was left racing wide and without cover.
Making the turn after the 600 Metres, THE SYLPH got its head on the side and was awkwardly placed after shifting out towards the heels of AMBASSADORSHIP.
For some distance after the 500 Metres, HORSE APLENTY was awkwardly placed close to the heels of THE SYLPH.
Rounding the Home Turn, CRAZY BUDDIES was awkwardly placed close to the heels of RIDE WITH THE WIND.
After the 300 Metres, HORSE APLENTY raced tight inside THE SYLPH which shifted in when giving ground.
Passing the 150 Metres, REDWOOD BABY was shifted out away from the heels of AMBASSADORSHIP.
In the Straight, SUPREME FRESH hung in and proved difficult to ride.
After the race, C Y Ho stated that, in his opinion, the performance of RIDE WITH THE WIND could be attributed to the circumstances of the race which he believed did not suit the horse.  A veterinary inspection of RIDE WITH THE WIND immediately following the race did not show any significant findings, however, the horse was unable to be scoped due to being fractious.
REDWOOD BABY, BEST SHOW and AMBITIOUS CHAMPION were sent for sampling.
",9,7.0,THE SYLPH,T055,C Reith,D E Ferraris,125,1004,2,6-3/4,3.0,1.0,1.0,2.0,2.18.33,13,6.0,9.0
2645,20141203-7.html,2014-12-03,Happy Valley,7,2014-211,Class 3,2200,GOOD,ROSELLE HANDICAP,"TURF - ""C+3"" COURSE",14.16 23.17 26.00 26.33 24.25 23.33,"
                AMBITIOUS CHAMPION was crowded for room on jumping between AMBASSADORSHIP and RIDE WITH THE WIND which shifted out.
From the outside barriers, BEST SHOW and AGIAAL were shifted across behind runners in the early stages.
Approaching the 1800 Metres, REDWOOD BABY was steadied away from the heels of CRAZY BUDDIES which was racing tight inside SUPREME FRESH.
Near the 1600 Metres, AMBASSADORSHIP was left racing wide and without cover and after this was allowed to stride forward into a more forward position.
Passing the 900 Metres, REDWOOD BABY was steadied away from the heels of CRAZY BUDDIES.
Also passing the 900 Metres, SUPREME FRESH became very awkward after shifting out abruptly when proving difficult to settle and being checked away from the heels of RIDE WITH THE WIND.
After the 900 Metres, AGIAAL was left racing wide and without cover.
Making the turn after the 600 Metres, THE SYLPH got its head on the side and was awkwardly placed after shifting out towards the heels of AMBASSADORSHIP.
For some distance after the 500 Metres, HORSE APLENTY was awkwardly placed close to the heels of THE SYLPH.
Rounding the Home Turn, CRAZY BUDDIES was awkwardly placed close to the heels of RIDE WITH THE WIND.
After the 300 Metres, HORSE APLENTY raced tight inside THE SYLPH which shifted in when giving ground.
Passing the 150 Metres, REDWOOD BABY was shifted out away from the heels of AMBASSADORSHIP.
In the Straight, SUPREME FRESH hung in and proved difficult to ride.
After the race, C Y Ho stated that, in his opinion, the performance of RIDE WITH THE WIND could be attributed to the circumstances of the race which he believed did not suit the horse.  A veterinary inspection of RIDE WITH THE WIND immediately following the race did not show any significant findings, however, the horse was unable to be scoped due to being fractious.
REDWOOD BABY, BEST SHOW and AMBITIOUS CHAMPION were sent for sampling.
",10,3.0,RIDE WITH THE WIND,L183,C Y Ho,K W Lui,125,991,5,7-3/4,2.0,3.0,4.0,8.0,2.18.49,10,7.0,10.0
2646,20141203-7.html,2014-12-03,Happy Valley,7,2014-211,Class 3,2200,GOOD,ROSELLE HANDICAP,"TURF - ""C+3"" COURSE",14.16 23.17 26.00 26.33 24.25 23.33,"
                AMBITIOUS CHAMPION was crowded for room on jumping between AMBASSADORSHIP and RIDE WITH THE WIND which shifted out.
From the outside barriers, BEST SHOW and AGIAAL were shifted across behind runners in the early stages.
Approaching the 1800 Metres, REDWOOD BABY was steadied away from the heels of CRAZY BUDDIES which was racing tight inside SUPREME FRESH.
Near the 1600 Metres, AMBASSADORSHIP was left racing wide and without cover and after this was allowed to stride forward into a more forward position.
Passing the 900 Metres, REDWOOD BABY was steadied away from the heels of CRAZY BUDDIES.
Also passing the 900 Metres, SUPREME FRESH became very awkward after shifting out abruptly when proving difficult to settle and being checked away from the heels of RIDE WITH THE WIND.
After the 900 Metres, AGIAAL was left racing wide and without cover.
Making the turn after the 600 Metres, THE SYLPH got its head on the side and was awkwardly placed after shifting out towards the heels of AMBASSADORSHIP.
For some distance after the 500 Metres, HORSE APLENTY was awkwardly placed close to the heels of THE SYLPH.
Rounding the Home Turn, CRAZY BUDDIES was awkwardly placed close to the heels of RIDE WITH THE WIND.
After the 300 Metres, HORSE APLENTY raced tight inside THE SYLPH which shifted in when giving ground.
Passing the 150 Metres, REDWOOD BABY was shifted out away from the heels of AMBASSADORSHIP.
In the Straight, SUPREME FRESH hung in and proved difficult to ride.
After the race, C Y Ho stated that, in his opinion, the performance of RIDE WITH THE WIND could be attributed to the circumstances of the race which he believed did not suit the horse.  A veterinary inspection of RIDE WITH THE WIND immediately following the race did not show any significant findings, however, the horse was unable to be scoped due to being fractious.
REDWOOD BABY, BEST SHOW and AMBITIOUS CHAMPION were sent for sampling.
",11,2.0,HORSE APLENTY,M376,K C Leung,Y S Tsui,128,1097,1,10-1/4,1.0,2.0,3.0,6.0,2.18.87,39,9.0,11.0
2647,20141203-7.html,2014-12-03,Happy Valley,7,2014-211,Class 3,2200,GOOD,ROSELLE HANDICAP,"TURF - ""C+3"" COURSE",14.16 23.17 26.00 26.33 24.25 23.33,"
                AMBITIOUS CHAMPION was crowded for room on jumping between AMBASSADORSHIP and RIDE WITH THE WIND which shifted out.
From the outside barriers, BEST SHOW and AGIAAL were shifted across behind runners in the early stages.
Approaching the 1800 Metres, REDWOOD BABY was steadied away from the heels of CRAZY BUDDIES which was racing tight inside SUPREME FRESH.
Near the 1600 Metres, AMBASSADORSHIP was left racing wide and without cover and after this was allowed to stride forward into a more forward position.
Passing the 900 Metres, REDWOOD BABY was steadied away from the heels of CRAZY BUDDIES.
Also passing the 900 Metres, SUPREME FRESH became very awkward after shifting out abruptly when proving difficult to settle and being checked away from the heels of RIDE WITH THE WIND.
After the 900 Metres, AGIAAL was left racing wide and without cover.
Making the turn after the 600 Metres, THE SYLPH got its head on the side and was awkwardly placed after shifting out towards the heels of AMBASSADORSHIP.
For some distance after the 500 Metres, HORSE APLENTY was awkwardly placed close to the heels of THE SYLPH.
Rounding the Home Turn, CRAZY BUDDIES was awkwardly placed close to the heels of RIDE WITH THE WIND.
After the 300 Metres, HORSE APLENTY raced tight inside THE SYLPH which shifted in when giving ground.
Passing the 150 Metres, REDWOOD BABY was shifted out away from the heels of AMBASSADORSHIP.
In the Straight, SUPREME FRESH hung in and proved difficult to ride.
After the race, C Y Ho stated that, in his opinion, the performance of RIDE WITH THE WIND could be attributed to the circumstances of the race which he believed did not suit the horse.  A veterinary inspection of RIDE WITH THE WIND immediately following the race did not show any significant findings, however, the horse was unable to be scoped due to being fractious.
REDWOOD BABY, BEST SHOW and AMBITIOUS CHAMPION were sent for sampling.
",12,12.0,VITAL PRINCE,P397,C K Tong,C W Chang,116,1014,8,13-3/4,9.0,9.0,9.0,12.0,2.19.46,99,12.0,12.0
3077,20141217-4.html,2014-12-17,Happy Valley,4,2014-246,Class 4,2200,GOOD TO FIRM,VILLAGE HANDICAP,"TURF - ""B"" COURSE",14.31 23.67 27.17 26.45 24.73 23.17,"
                Just prior to the start being effected, DRAGON BACHELOR became fractious and lunged at the front gates, resulting in the gates opening just prior to the remaining gates.  DRAGON BACHELOR, which was being assisted by a starting gate handler, was consequently slow to begin.  As the Stewards formed the opinion that DRAGON BACHELOR had not gained any advantage by having its stalls open just prior to the remaining stalls and that the horse had caused its own problems at the start by being fractious and lunging at the front gates, the Stewards declared weighed-in on the numbers semaphored by the Judge.  Before being allowed to race again, DRAGON BACHELOR will be required to perform satisfactorily in a stalls test.  J Moreira stated that this incident at the start resulted in DRAGON BACHELOR being obliged to race further back in the field than had been intended.  He said it had been hoped that DRAGON BACHELOR would be able to obtain a position behind the lead.  He said DRAGON BACHELOR travelled satisfactorily in the run, however, when the pace of the race quickened near the 600 Metres, DRAGON BACHELOR was left flat-footed and then only made steady ground.  A veterinary inspection of DRAGON BACHELOR immediately following the race did not show any significant findings.
CRUISE CONTROL shifted out at the start and bumped NAVEL ORANGE.
Making the first turn passing the 2100 Metres, TOWERING STORM was steadied away from the heels of CHINA DELIGHT which was awkwardly placed inside the heels of NAVEL ORANGE.
Near the 1600 Metres, SURE CHAMP was awkwardly placed close to the heels of ON THE WAY.
Approaching the winning post on the first occasion, CRUISE CONTROL shifted out after being awkwardly placed behind CHINA DELIGHT.  At the same point of the race, TOWERING STORM got its head up when awkwardly placed close to the heels of LOVING STAR.
At the 800 Metres, ZACHARY shifted in away from BACKBENCH BLUES and bumped ON THE WAY which became unbalanced.
Near the 550 Metres, NAVEL ORANGE shifted out and bumped CHINA DELIGHT.
For some distance after the 500 Metres, SURE CHAMP was taken back through the field when awkwardly placed close to the heels of ON THE WAY which was giving ground.  Then rounding the Home Turn, SURE CHAMP raced in restricted room between ON THE WAY and NAVEL ORANGE.
Rounding the Home Turn, NAVEL ORANGE and CRUISE CONTROL raced tight.
DRAGON BACHELOR, BACKBENCH BLUES and LOVING STAR were sent for sampling.
",1,1.0,BACKBENCH BLUES,P096,Z Purton,T P Yung,133,1155,2,-,5.0,4.0,4.0,1.0,2.19.50,7,1.0,1.0
